         0     gagagaga
         8     atomdat1
 0101  284    1           hydrogen molecule
  168   28010.5  1  6 13  20.25 2.90e+00 x:(singlet sigma,+g) (1s-sigma)
  169   28830.3  1  6 14   7.25 2.98e+00 x:(singlet sigma,+g) (1s-sigma)
  170   29661.6  1  6 15  23.25 3.07e+00 x:(singlet sigma,+g) (1s-sigma)
  171   30497.3  1  6 16   8.25 3.18e+00 x:(singlet sigma,+g) (1s-sigma)
  172   31331.4  1  6 17  26.25 3.30e+00 x:(singlet sigma,+g) (1s-sigma)
  173   32158.1  1  6 18   9.25 3.44e+00 x:(singlet sigma,+g) (1s-sigma)
  174   32972.8  1  6 19  29.25 3.62e+00 x:(singlet sigma,+g) (1s-sigma)
  175   33772.0  1  6 20  10.25 3.84e+00 x:(singlet sigma,+g) (1s-sigma)
  176   34553.6  1  6 21  32.25 4.15e+00 x:(singlet sigma,+g) (1s-sigma)
  177   35317.0  1  6 22  11.25 4.67e+00 x:(singlet sigma,+g) (1s-sigma)
  178   36063.5  1  6 23  35.25 6.79e+00 x:(singlet sigma,+g) (1s-sigma)
  179   24273.0  1  7  0   0.25 2.60e+00 x:(singlet sigma,+g) (1s-sigma)
  180   24351.2  1  7  1   2.25 2.61e+00 x:(singlet sigma,+g) (1s-sigma)
  181   24506.7  1  7  2   1.25 2.62e+00 x:(singlet sigma,+g) (1s-sigma)
  182   24737.7  1  7  3   5.25 2.63e+00 x:(singlet sigma,+g) (1s-sigma)
  183   25041.7  1  7  4   2.25 2.66e+00 x:(singlet sigma,+g) (1s-sigma)
  184   25415.1  1  7  5   8.25 2.68e+00 x:(singlet sigma,+g) (1s-sigma)
  185   25853.8  1  7  6   3.25 2.72e+00 x:(singlet sigma,+g) (1s-sigma)
  186   26352.7  1  7  7  11.25 2.75e+00 x:(singlet sigma,+g) (1s-sigma)
  187   26906.1  1  7  8   4.25 2.80e+00 x:(singlet sigma,+g) (1s-sigma)
  188   27507.7  1  7  9  14.25 2.85e+00 x:(singlet sigma,+g) (1s-sigma)
  189   28150.4  1  7 10   5.25 2.91e+00 x:(singlet sigma,+g) (1s-sigma)
  190   28827.0  1  7 11  17.25 2.98e+00 x:(singlet sigma,+g) (1s-sigma)
  191   29529.4  1  7 12   6.25 3.06e+00 x:(singlet sigma,+g) (1s-sigma)
  192   30249.4  1  7 13  20.25 3.15e+00 x:(singlet sigma,+g) (1s-sigma)
  193   30978.7  1  7 14   7.25 3.25e+00 x:(singlet sigma,+g) (1s-sigma)
  194   31708.5  1  7 15  23.25 3.36e+00 x:(singlet sigma,+g) (1s-sigma)
  195   32430.4  1  7 16   8.25 3.50e+00 x:(singlet sigma,+g) (1s-sigma)
  196   33135.7  1  7 17  26.25 3.66e+00 x:(singlet sigma,+g) (1s-sigma)
  197   33816.4  1  7 18   9.25 3.85e+00 x:(singlet sigma,+g) (1s-sigma)
  198   34464.5  1  7 19  29.25 4.11e+00 x:(singlet sigma,+g) (1s-sigma)
  199   35072.7  1  7 20  10.25 4.46e+00 x:(singlet sigma,+g) (1s-sigma)
  200   35634.3  1  7 21  32.25 5.06e+00 x:(singlet sigma,+g) (1s-sigma)
  201   26814.3  1  8  0   0.25 2.79e+00 x:(singlet sigma,+g) (1s-sigma)
  202   26886.3  1  8  1   2.25 2.80e+00 x:(singlet sigma,+g) (1s-sigma)
  203   27029.6  1  8  2   1.25 2.81e+00 x:(singlet sigma,+g) (1s-sigma)
  204   27242.3  1  8  3   5.25 2.83e+00 x:(singlet sigma,+g) (1s-sigma)
  205   27521.8  1  8  4   2.25 2.85e+00 x:(singlet sigma,+g) (1s-sigma)
  206   27864.6  1  8  5   8.25 2.89e+00 x:(singlet sigma,+g) (1s-sigma)
  207   28266.6  1  8  6   3.25 2.92e+00 x:(singlet sigma,+g) (1s-sigma)
  208   28722.7  1  8  7  11.25 2.97e+00 x:(singlet sigma,+g) (1s-sigma)
  209   29226.8  1  8  8   4.25 3.02e+00 x:(singlet sigma,+g) (1s-sigma)
  210   29772.6  1  8  9  14.25 3.09e+00 x:(singlet sigma,+g) (1s-sigma)
  211   30352.6  1  8 10   5.25 3.16e+00 x:(singlet sigma,+g) (1s-sigma)
  212   30958.9  1  8 11  17.25 3.24e+00 x:(singlet sigma,+g) (1s-sigma)
  213   31583.0  1  8 12   6.25 3.34e+00 x:(singlet sigma,+g) (1s-sigma)
  214   32215.6  1  8 13  20.25 3.45e+00 x:(singlet sigma,+g) (1s-sigma)
  215   32847.1  1  8 14   7.25 3.59e+00 x:(singlet sigma,+g) (1s-sigma)
  216   33467.4  1  8 15  23.25 3.75e+00 x:(singlet sigma,+g) (1s-sigma)
  217   34066.0  1  8 16   8.25 3.94e+00 x:(singlet sigma,+g) (1s-sigma)
  218   34632.1  1  8 17  26.25 4.19e+00 x:(singlet sigma,+g) (1s-sigma)
  219   35154.6  1  8 18   9.25 4.52e+00 x:(singlet sigma,+g) (1s-sigma)
  220   35622.4  1  8 19  29.25 5.04e+00 x:(singlet sigma,+g) (1s-sigma)
  221   36024.3  1  8 20  10.25 6.36e+00 x:(singlet sigma,+g) (1s-sigma)
  222   29108.4  1  9  0   0.25 3.01e+00 x:(singlet sigma,+g) (1s-sigma)
  223   29173.9  1  9  1   2.25 3.02e+00 x:(singlet sigma,+g) (1s-sigma)
  224   29304.1  1  9  2   1.25 3.03e+00 x:(singlet sigma,+g) (1s-sigma)
  225   29497.1  1  9  3   5.25 3.05e+00 x:(singlet sigma,+g) (1s-sigma)
  226   29750.5  1  9  4   2.25 3.08e+00 x:(singlet sigma,+g) (1s-sigma)
  227   30060.6  1  9  5   8.25 3.12e+00 x:(singlet sigma,+g) (1s-sigma)
  228   30423.2  1  9  6   3.25 3.17e+00 x:(singlet sigma,+g) (1s-sigma)
  229   30833.0  1  9  7  11.25 3.23e+00 x:(singlet sigma,+g) (1s-sigma)
  230   31284.0  1  9  8   4.25 3.29e+00 x:(singlet sigma,+g) (1s-sigma)
  231   31769.2  1  9  9  14.25 3.37e+00 x:(singlet sigma,+g) (1s-sigma)
  232   32281.0  1  9 10   5.25 3.47e+00 x:(singlet sigma,+g) (1s-sigma)
  233   32810.8  1  9 11  17.25 3.58e+00 x:(singlet sigma,+g) (1s-sigma)
  234   33349.1  1  9 12   6.25 3.71e+00 x:(singlet sigma,+g) (1s-sigma)
  235   33885.8  1  9 13  20.25 3.88e+00 x:(singlet sigma,+g) (1s-sigma)
  236   34409.9  1  9 14   7.25 4.08e+00 x:(singlet sigma,+g) (1s-sigma)
  237   34909.8  1  9 15  23.25 4.35e+00 x:(singlet sigma,+g) (1s-sigma)
  238   35372.7  1  9 16   8.25 4.72e+00 x:(singlet sigma,+g) (1s-sigma)
  239   35785.6  1  9 17  26.25 5.36e+00 x:(singlet sigma,+g) (1s-sigma)
  240   31144.1  1 10  0   0.25 3.27e+00 x:(singlet sigma,+g) (1s-sigma)
  241   31202.5  1 10  1   2.25 3.28e+00 x:(singlet sigma,+g) (1s-sigma)
  242   31318.5  1 10  2   1.25 3.30e+00 x:(singlet sigma,+g) (1s-sigma)
  243   31490.2  1 10  3   5.25 3.33e+00 x:(singlet sigma,+g) (1s-sigma)
  244   31715.0  1 10  4   2.25 3.36e+00 x:(singlet sigma,+g) (1s-sigma)
  245   31989.3  1 10  5   8.25 3.41e+00 x:(singlet sigma,+g) (1s-sigma)
  246   32308.7  1 10  6   3.25 3.47e+00 x:(singlet sigma,+g) (1s-sigma)
  247   32667.8  1 10  7  11.25 3.55e+00 x:(singlet sigma,+g) (1s-sigma)
  248   33060.2  1 10  8   4.25 3.64e+00 x:(singlet sigma,+g) (1s-sigma)
  249   33478.6  1 10  9  14.25 3.75e+00 x:(singlet sigma,+g) (1s-sigma)
  250   33914.8  1 10 10   5.25 3.89e+00 x:(singlet sigma,+g) (1s-sigma)
